Number Of Games,Average Reward,High Score
1,-10.0,0
2,-10.0,0
3,-10.0,0
4,-10.0,0
5,-10.0,0
6,-10.0,0
7,-10.0,0
8,-10.0,0
9,-10.0,0
10,-10.0,0
11,-10.0,0
12,-10.0,0
13,-10.0,0
14,-10.0,0
15,-10.0,0
16,-9.375,5
17,-8.823529411764707,5
18,-8.88888888888889,5
19,-8.947368421052632,5
20,-9.0,5
21,-9.047619047619047,5
22,-9.090909090909092,5
23,-9.130434782608695,5
24,-9.166666666666666,5
25,-8.8,5
26,-8.846153846153847,5
27,-8.518518518518519,5
28,-8.571428571428571,5
29,-8.275862068965518,5
30,-8.333333333333334,5
31,-8.064516129032258,5
32,-8.125,5
33,-8.181818181818182,5
34,-7.9411764705882355,5
35,-7.714285714285714,5
36,-7.222222222222222,10
37,-7.297297297297297,10
38,-7.105263157894737,10
39,-7.17948717948718,10
40,-7.25,10
41,-6.829268292682927,10
42,-6.666666666666667,10
43,-6.27906976744186,10
44,-6.363636363636363,10
45,-6.222222222222222,10
46,-6.304347826086956,10
47,-6.170212765957447,10
48,-6.25,10
49,-6.326530612244898,10
50,-6.2,10
51,-6.2745098039215685,10
52,-6.346153846153846,10
53,-6.226415094339623,10
54,-6.296296296296297,10
55,-6.363636363636363,10
56,-6.428571428571429,10
57,-6.315789473684211,10
58,-6.206896551724138,10
59,-6.101694915254237,10
60,-5.5,20
61,-5.409836065573771,20
62,-5.483870967741935,20
63,-5.396825396825397,20
64,-5.46875,20
65,-5.384615384615385,20
66,-5.303030303030303,20
67,-5.223880597014926,20
68,-4.852941176470588,20
69,-4.3478260869565215,20
70,-4.285714285714286,20
71,-4.366197183098592,20
72,-4.305555555555555,20
73,-3.9726027397260273,20
74,-3.6486486486486487,20
75,-3.7333333333333334,20
76,-3.6842105263157894,20
77,-3.5064935064935066,20
78,-3.4615384615384617,20
79,-3.4177215189873418,20
80,-3.0,20
81,-2.8395061728395063,20
82,-2.5609756097560976,20
83,-2.4096385542168677,20
84,-2.5,20
85,-2.4705882352941178,20
86,-2.441860465116279,20
87,-2.2988505747126435,20
88,-2.3863636363636362,20
89,-1.9101123595505618,25
90,-1.3333333333333333,30
91,-1.3186813186813187,30
92,-0.9782608695652174,30
93,-0.6451612903225806,30
94,-0.5319148936170213,30
95,-0.10526315789473684,30
96,0.0,30
97,0.5154639175257731,30
98,0.7142857142857143,30
99,0.9090909090909091,30
100,0.9,30
101,0.7920792079207921,30
102,0.8823529411764706,30
103,1.0679611650485437,30
104,1.25,30
105,1.1428571428571428,30
106,1.2264150943396226,30
107,1.308411214953271,30
108,1.3888888888888888,30
109,1.4678899082568808,30
110,1.7272727272727273,30
111,1.981981981981982,30
112,1.875,30
113,2.2123893805309733,30
114,2.280701754385965,30
115,2.6956521739130435,30
116,2.6724137931034484,30
117,2.8205128205128207,30
118,3.389830508474576,40
119,3.361344537815126,40
120,3.75,40
