Number Of Games,Average Reward,High Score
1,0.0,0
2,-5.0,0
3,-6.666666666666667,0
4,-7.5,0
5,-8.0,0
6,-8.333333333333334,0
7,-8.571428571428571,0
8,-8.75,0
9,-8.88888888888889,0
10,-9.0,0
11,-8.181818181818182,5
12,-8.333333333333334,5
13,-8.461538461538462,5
14,-8.571428571428571,5
15,-8.666666666666666,5
16,-8.75,5
17,-8.823529411764707,5
18,-8.88888888888889,5
19,-8.421052631578947,5
20,-8.5,5
21,-8.095238095238095,5
22,-8.181818181818182,5
23,-8.26086956521739,5
24,-8.333333333333334,5
25,-8.4,5
26,-8.461538461538462,5
27,-8.518518518518519,5
28,-8.571428571428571,5
29,-8.620689655172415,5
30,-8.666666666666666,5
31,-8.709677419354838,5
32,-8.75,5
33,-8.787878787878787,5
34,-8.823529411764707,5
35,-8.571428571428571,5
36,-8.61111111111111,5
37,-8.64864864864865,5
38,-8.68421052631579,5
39,-8.717948717948717,5
40,-8.5,5
41,-8.536585365853659,5
42,-8.571428571428571,5
43,-8.604651162790697,5
44,-8.409090909090908,5
45,-8.222222222222221,5
46,-8.26086956521739,5
47,-8.297872340425531,5
48,-8.333333333333334,5
49,-8.36734693877551,5
50,-8.4,5
51,-8.431372549019608,5
52,-8.461538461538462,5
53,-8.49056603773585,5
54,-8.518518518518519,5
55,-8.363636363636363,5
56,-8.392857142857142,5
57,-8.24561403508772,5
58,-8.275862068965518,5
59,-8.305084745762711,5
60,-8.333333333333334,5
61,-8.360655737704919,5
62,-8.387096774193548,5
63,-8.412698412698413,5
64,-8.4375,5
65,-8.307692307692308,5
66,-8.181818181818182,5
67,-8.059701492537313,5
68,-8.088235294117647,5
69,-7.971014492753623,5
70,-7.857142857142857,5
71,-7.887323943661972,5
72,-7.777777777777778,5
73,-7.671232876712328,5
74,-7.5675675675675675,5
75,-7.333333333333333,10
76,-7.368421052631579,10
77,-7.402597402597403,10
78,-7.3076923076923075,10
79,-7.341772151898734,10
80,-7.125,10
81,-7.037037037037037,10
82,-6.951219512195122,10
83,-6.9879518072289155,10
84,-7.023809523809524,10
85,-6.823529411764706,10
86,-6.8604651162790695,10
87,-6.781609195402299,10
88,-6.704545454545454,10
89,-6.51685393258427,10
90,-6.555555555555555,10
91,-6.483516483516484,10
92,-6.521739130434782,10
93,-6.451612903225806,10
94,-6.48936170212766,10
95,-6.421052631578948,10
96,-6.354166666666667,10
97,-5.979381443298969,20
98,-5.816326530612245,20
99,-5.757575757575758,20
100,-5.6,20
101,-5.544554455445544,20
102,-5.490196078431373,20
103,-5.436893203883495,20
104,-5.384615384615385,20
105,-5.142857142857143,20
106,-5.0,20
107,-4.579439252336448,25
108,-4.444444444444445,25
109,-3.761467889908257,40
110,-3.727272727272727,40
111,-3.4234234234234235,40
112,-3.392857142857143,40
113,-3.4513274336283186,40
114,-3.245614035087719,40
115,-3.3043478260869565,40
116,-3.3620689655172415,40
117,-3.247863247863248,40
118,-3.135593220338983,40
119,-3.1092436974789917,40
120,-3.1666666666666665,40
121,-2.975206611570248,40
122,-2.7049180327868854,40
123,-2.4390243902439024,40
124,-2.338709677419355,40
125,-1.68,45
126,-1.746031746031746,45
127,-1.3385826771653544,45
128,-1.015625,45
129,-1.0852713178294573,45
130,-1.0,45
131,-0.6870229007633588,45
132,-0.45454545454545453,45
133,0.3007518796992481,55
134,0.5223880597014925,55
135,0.5925925925925926,55
136,0.8088235294117647,55
137,1.094890510948905,55
138,1.3043478260869565,55
139,1.5107913669064748,55
140,1.7142857142857142,55
141,1.702127659574468,55
142,1.8309859154929577,55
143,2.027972027972028,55
144,2.013888888888889,55
145,2.413793103448276,55
146,2.73972602739726,55
147,2.7210884353741496,55
148,2.635135135135135,55
149,3.0201342281879193,55
150,3.2,55
151,3.5099337748344372,55
152,3.486842105263158,55
153,3.7254901960784315,55
154,3.896103896103896,55
155,4.064516129032258,55
156,4.166666666666667,55
157,4.649681528662421,55
158,4.936708860759493,55
159,5.59748427672956,60
160,5.8125,60
161,5.714285714285714,60
162,5.802469135802469,60
163,6.012269938650307,60
164,6.158536585365853,60
165,6.181818181818182,60
166,6.204819277108434,60
167,6.227544910179641,60
168,6.309523809523809,60
169,6.508875739644971,60
170,6.647058823529412,60
171,6.549707602339181,60
172,6.744186046511628,60
173,7.976878612716763,115
174,7.988505747126437,115
175,7.942857142857143,115
176,8.579545454545455,115
177,8.531073446327683,115
178,8.48314606741573,115
179,8.603351955307263,115
180,8.777777777777779,115
181,8.895027624309392,115
182,8.791208791208792,115
183,8.907103825136613,115
184,9.076086956521738,115
185,9.135135135135135,115
186,9.086021505376344,115
187,9.037433155080214,115
188,8.936170212765957,115
189,8.941798941798941,115
190,9.0,115
191,8.900523560209423,115
192,8.802083333333334,115
193,9.22279792746114,115
194,9.587628865979381,115
195,10.051282051282051,115
196,10.459183673469388,115
197,10.558375634517766,115
198,10.606060606060606,115
199,10.603015075376884,115
200,10.75,115
201,10.696517412935323,115
202,10.594059405940595,115
203,11.182266009852217,115
204,11.27450980392157,115
205,11.365853658536585,115
206,11.262135922330097,115
207,11.304347826086957,115
208,11.490384615384615,115
209,11.483253588516746,115
210,11.952380952380953,115
211,12.464454976303317,115
212,12.735849056603774,115
213,12.816901408450704,115
214,12.757009345794392,115
215,12.69767441860465,115
216,13.101851851851851,115
217,13.317972350230415,115
218,13.34862385321101,115
219,13.378995433789955,115
220,13.545454545454545,115
221,13.936651583710407,115
222,14.054054054054054,115
223,13.991031390134529,115
224,14.151785714285714,115
225,14.444444444444445,115
226,14.601769911504425,115
227,14.669603524229075,115
228,14.956140350877194,115
229,15.196506550218341,115
230,15.73913043478261,115
231,15.930735930735931,115
232,16.20689655172414,115
233,16.30901287553648,115
234,16.41025641025641,115
235,16.5531914893617,115
236,16.52542372881356,115
237,16.666666666666668,115
238,16.932773109243698,115
239,17.196652719665273,115
240,17.208333333333332,115
241,17.551867219917014,115
242,17.60330578512397,115
243,17.613168724279834,115
244,17.5,115
245,17.79591836734694,115
246,17.682926829268293,115
247,17.692307692307693,115
248,17.661290322580644,115
249,17.83132530120482,115
250,17.88,115
251,17.808764940239044,115
252,17.738095238095237,115
253,17.984189723320156,115
254,17.992125984251967,115
255,17.96078431372549,115
256,18.0859375,115
257,18.09338521400778,115
258,18.06201550387597,115
259,17.99227799227799,115
260,18.73076923076923,115
261,19.272030651340994,115
262,19.16030534351145,115
263,19.08745247148289,115
264,19.204545454545453,115
265,19.20754716981132,115
266,19.473684210526315,115
267,19.55056179775281,115
268,19.51492537313433,115
269,19.925650557620816,115
270,19.925925925925927,115
271,20.25830258302583,115
272,20.330882352941178,115
273,20.4029304029304,115
